Namespace(beam=5, cpu=False, criterion='cross_entropy', data=['PATH_YOUR_OUTPUT/preprocessed_iwslt14/iwslt14deen'], dataset_impl=None, decoding_iterations=1, decoding_strategy='mask_predict', dehyphenate=False, diverse_beam_groups=-1, diverse_beam_strength=0.5, dynamic_length=False, force_anneal=None, fp16=False, fp16_init_scale=128, fp16_scale_tolerance=0.0, fp16_scale_window=None, gen_subset='test', gold_target_len=False, left_pad_source='True', left_pad_target='False', length_beam=5, lenpen=1, log_format=None, log_interval=1000, lr_scheduler='fixed', lr_shrink=0.1, mask_range=False, match_source_len=False, max_len_a=0, max_len_b=200, max_sentences=20, max_source_positions=1024, max_target_positions=1024, max_tokens=None, memory_efficient_fp16=False, min_len=1, min_loss_scale=0.0001, model_overrides='{}', momentum=0.99, nbest=1, no_beamable_mm=False, no_early_stop=False, no_progress_bar=False, no_repeat_ngram_size=0, num_shards=1, num_workers=0, optimizer='nag', path='DE2EN/checkpoint_best.pt', prefix_size=0, print_alignment=False, quiet=False, raw_text=False, remove_bpe='@@ ', replace_unk=None, required_batch_size_multiple=8, results_path=None, sacrebleu=False, sampling=False, sampling_topk=-1, sampling_topp=-1.0, score_reference=False, seed=1, self_target=False, shard_id=0, skip_invalid_size_inputs_valid_test=False, source_lang=None, target_lang=None, task='translation_self', tbmf_wrapper=False, temperature=1.0, tensorboard_logdir='', threshold_loss_scale=None, unkpen=0, unnormalized=False, upsample_primary=1, user_dir=None, warmup_updates=0, weight_decay=0.0)
| [de] dictionary: 8848 types
| [en] dictionary: 6640 types
| PATH_YOUR_OUTPUT/preprocessed_iwslt14/iwslt14deen test 6750 examples
| ['PATH_YOUR_OUTPUT/preprocessed_iwslt14/iwslt14deen'] test 6750 examples
| loading model(s) from DE2EN/checkpoint_best.pt
S-1267	warum ?
S-2436	sie machte mir dieses telepräsenz-erlebnis bewusst , dass man solch roboterhafte avatare verwenden und so das eigene bewusstsein in das fahrzeug , in diese andere form der existenz verlegen kann .
T-2436	and it really made me realize that the telepresence experience -- that you actually can have these robotic avatars , then your consciousness is injected into the vehicle , into this other form of existence .
H-2436	she made me realize of this telepresence experience that you can use such robotic avatars , and you your own consciousness into the vehicle , and can put it into this other form of existence .

S-104	die sioux-indianer hörten nicht weniger auf sioux zu sein , als sie bogen und pfeil aufgaben , als die amerikaner aufhörten amerikaner zu sein , als sie pferd und pferdewagen aufgaben .
T-104	the sioux indians did not stop being sioux when they gave up the bow and arrow any more than an american stopped being an american when he gave up the horse and buggy .
H-104	the sioux indians didn &apos;t being less on sioux when they bow and arrow tasks when the americans stopped americans when they were horse and horse horror tasks .

S-602	irgendwie muss ich von nun an einen weg finden , beim schreiben eine sichere distanz zu wahren zwischen mir und meiner sehr natürlichen beklemmung darüber , wie die reaktion auf das geschriebene sein wird .
T-602	i have to sort of find some way to have a safe distance between me , as i am writing , and my very natural anxiety about what the reaction to that writing is going to be , from now on .
H-602	somehow , i have to find from now to a way , to writing a safe distance , between me and my very natural rebal of how the reaction is going to be on the writing .

S-5659	wenn also die transporttechnologie so schnell wie die mikroprozessor-technologie fortschreiten würde , dann könnten wir übermorgen in ein taxi einsteigen und in 30 sekunden wären wir in tokyo .
T-5659	so if transportation technology was moving along as fast as microprocessor technology , then the day after tomorrow , i would be able to get in a taxi cab and be in tokyo in 30 seconds .
H-5659	so if the transportation technology as fast as the microprocessor technology , then we could get up into a taxi tomorrow , and in 30 seconds , we would be in tokyo .

S-708	wenn sie vielleicht nur glauben , dass sie eine leihgabe sind – von einer unvorstellbaren quelle für eine erlesene zeit ihres lebens , die an jemand anderen weitergegeben wird , wenn sie fertig damit sind .
T-708	but maybe if you just believed that they were on loan to you from some unimaginable source for some exquisite portion of your life to be passed along when you &apos;re finished , with somebody else .
H-708	if you may just believe that you &apos;re a gift -- from an unimaginable source for a real time of your life that &apos;s passed on to somebody else else , if you &apos;re done with it .

S-5264	tastemaker , kreative teilnehmergemeinden , völlig unerwartetes , sind die merkmale einer neuen art von medien und kultur , zu der jeder zugang hat und in der das publikum popularität bestimmt .
T-5264	tastemakers , creative participating communities , complete unexpectedness , these are characteristics of a new kind of media and a new kind of culture where anyone has access and the audience defines the popularity .
H-5264	tastemaker , creative participants , completely unexpected , are the features of a new of media and culture that everyone has access to and where determines es the audience popular .

S-920	kinder , alte , alle möglichen leute gehen dahin , um sich einfach damit auseinanderzusetzen , sie haben ein labor eingerichtet und schauen sich an was kann man machen , wenn diese laborprotokolle an .
T-920	children , elderly people , all sorts of people go there to simply examine this in a different kind of way , they &apos;ve set up a laboratory and look at what can be done there , if at laboratory protocols .
H-920	children , old , all kinds of people are going there to just sit with it , they &apos;ve got a lab , and at what you can do do , when these lab protocols .

S-4363	und dort werden wohl so ziemlich die härtesten vertreter der straßenkunstszene anwesend sein – banksy , shepard fairey , caws – all diese jungs werden dort sein .
T-4363	and &quot; art of the streets &quot; is going to have pretty much the bad-asses of the street art scene -- banksy , shepard fairey , kaws -- all of these guys will be there .
H-4363	and there may probably pretty much the hardest representtives of the street art scene -- -- banksy , sheshepard fairerey , caws -- all these guys are going going to be there .

S-145	sie repräsentieren teile der menschlichen vorstellungskraft , die in vergangene zeiten zurückreichen . und für alle von uns , werden die träume dieser kinder , wie die träume unserer eigenen kinder teil der geographie der hoffnung .
T-145	they represent branches of the human imagination that go back to the dawn of time . and for all of us , the dreams of these children , like the dreams of our own children , become part of the naked geography of hope .
H-145	they represent parts of the human imagination that go back in past , and all of us , the dreams of these children , like the dreams of our own children become part of the the geography of hope .

S-2081	genau dies ist der grund , warum wir musik machen : damit wir etwas , das in uns allen , tief im inneren steckt , unsere gefühle , durch unsere künstlerische linse , durch unsere kreativität zur wirklichkeit formen können .
T-2081	this was the very reason why we made music , that we take something that exists within all of us at our very fundamental core , our emotions , and through our artistic lens , through our creativity , we &apos;re able to shape those emotions into reality .
H-2081	and this is why we make music , so so we can make something that &apos;s all all of us inside inside , our feelings , through our artiartistic lens , through can form through our creativity to reality .

S-29	deshalb möchte ich sie heute gewissermaßen auf eine reise durch die ethnosphäre mitnehmen , eine kurze reise durch die ethnosphäre , um zu versuchen , ihnen verständlich zu machen , was tatsächlich verloren gegangen ist .
T-29	and so , what i &apos;d like to do with you today is sort of take you on a journey through the ethnosphere , a brief journey through the ethnosphere , to try to begin to give you a sense of what in fact is being lost .
H-29	so i &apos;d like of to take you today today on a journey through the ethnosphere , a short journey through the ethnosphere , to try and figure you , what has actually been lost .

S-4362	das coolste daran ist – und das schließt den ganzen kreis – dass es diesen april , beim geffen moca in der innenstadt von los angeles eine ausstellung geben wird namens &quot; art of the streets &quot;
T-4362	the coolest thing about this -- and this is what &apos;s completing the whole circle -- is that in april of this year , at the geffen moca in downtown los angeles , there &apos;s going to be an exhibition called &quot; art of the streets . &quot;
H-4362	the coolest part is -- and this clodes the whole circle -- there will this april , in the ep moca in the downtown los angeles will be an exhiexhibition called &quot; kind of the streets . &quot;

S-3749	ich möchte , dass sie sich jetzt etwas vorstellen , einen tragbaren roboter , der ihnen übermenschliche fähigkeiten verleiht , oder einen anderen , der rollstuhlfahrern dabei hilft , wieder aufzustehen und zu gehen .
T-3749	i want you now to imagine a wearable robot that gives you superhuman abilities , or another one that takes wheelchair users up standing and walking again .
H-3749	i want you to imagine imagine something , a portable robot that gives you superhuman skills , or another one who helps wheelchair drivers to stand back and go .

S-3652	ist ihnen klar , dass wir daraus nutzen ziehen können und die mechanismen eines gemeinsamen bakterium requirieren können um das protein des menschlichen insulins zu produzieren , welches verwendet wird um diabetiker zu behandeln ?
T-3652	do you realize that we can take advantage and commandeer the machinery of a common bacterium to produce the protein of human insulin used to treat diabetics ?
H-3652	do you realize we can treat diabetes ?

S-4604	das großartigste auto , das sie je gefahren sind , aus &quot; the <unk> <unk> ever <unk> &quot; das großartigste getränk , das sie je gehabt haben , eine aufmerksamkeit von &quot; the <unk> <unk> ever <unk> &quot; .
T-4604	the greatest car you ever drove from &quot; the greatest movie ever sold , &quot; the greatest drink you &apos;ve ever had , courtesy of &quot; the greatest movie ever sold . &quot;
